,titles,companies,locations,reviews,descriptions,salaries
815,Data Scientist,BMC Software,Pune,4.1,"Basic Information
Country:
India
State:
Maharashtra
City:
Pune
Date Published:
09-Jan-2024
Job ID:
40993
Travel:
You may occasionally be required to travel for business
Secondary locations:
IND Bangalore - Prestige Summit

Description and Requirements
""At BMC trust is not just a word - it's a way of life!""



We are an award-winning, equal opportunity, culturally diverse, fun place to be. Giving back to the community drives us to be better every single day. Our work environment allows you to balance your priorities, because we know you will bring your best every day. We will champion your wins and shout them from the rooftops. Your peers will inspire, drive, support you, and make you laugh out loud!



We help our customers free up time and space to become an Autonomous Digital Enterprise that conquers the opportunities ahead - and are relentless in the pursuit of innovation!
The IZOT product line includes BMC’s Intelligent Z Optimization & Transformation products, which help the world’s largest companies to monitor and manage their mainframe systems. The modernization of mainframe is the beating heart of our product line, and we achieve this goal by developing products that improve the developer experience, the mainframe integration, the speed of application development, the quality of the code and the applications’ security, while reducing operational costs and risks. We acquired several companies along the way, and we continue to grow, innovate, and perfect our solutions on an ongoing basis.
To ensure you’re set up for success, you will bring the following skillset & experience:
Bachelor's or master's degree in computer science, Data Science, or a related field
Proven experience as a Data Engineer or Scientist with expertise in Data lake architecture and Elasticsearch.
Strong programming skills in languages such as Python or R.
Strong knowledge of statistical analysis, data mining, and machine learning techniques.
Experience with machine learning frameworks and libraries (e.g., scikit-learn, TensorFlow, PyTorch).
Proficiency in data visualization tools (e.g., Tableau, Kibana) and experience with dashboard creation.
Knowledge of SQL for data manipulation

Whilst these are nice to have, our team can help you develop in the following skills:
Experience in forecasting and predictive modeling.
Knowledge of fine tuning LLMs including BERT and GPT based.
Self-starter and intellectual curiosity
Great communication skills, ability to explain predictive analytics to non-technical audience.
Proficiency in data exploration techniques and tools
Familiarity with observability tools and practices.
Experience with big data technologies (e.g., Hadoop, Spark).
Familiarity with cloud platforms (e.g., AWS, Azure, GCP).

Our commitment to you!

BMC’s culture is built around its people. We have 6000+ brilliant minds working together across the globe. You won’t be known just by your employee number, but for your true authentic self. BMC lets you be YOU!

If after reading the above, You’re unsure if you meet the qualifications of this role but are deeply excited about BMC and this team, we still encourage you to apply! We want to attract talents from diverse backgrounds and experience to ensure we face the world together with the best ideas!

BMC is committed to equal opportunity employment regardless of race, age, sex, creed, color, religion, citizenship status, sexual orientation, gender, gender expression, gender identity, national origin, disability, marital status, pregnancy, disabled veteran or status as a protected veteran. If you need a reasonable accommodation for any part of the application and hiring process, visit the accommodation request page.",₹6L - ₹9L (Glassdoor Est.)
816,"Business Data Scientist, Machine Learning Finance",Google,Bengaluru,4.4,"Minimum qualifications:
Bachelor's degree in a quantitative discipline or equivalent practical experience.
6 years of industry experience, with 4 years in machine learning, statistical modeling, statistical software (e.g., Python, R), and database languages (e.g., SQL).
Experience working in a cross-functional setting, managing the full lifecycle of projects, and coaching members in managing their own projects.

Preferred qualifications:
Master's degree or PhD in a quantitative discipline (e.g., Statistics, Computer Science, Math, Engineering) or equivalent practical experience.
Experience with both supervised and unsupervised learning (e.g., time series forecasting, clustering, classification) or Big Data techniques (e.g., Spark, Pig, Hive).
Experience with ambiguity, prioritizing needs, and delivering results in a dynamic environment.
Excellent written and verbal communication skills to translate technical solutions and methodologies to senior leadership.
About the job
As a Quantitative Analyst, you will be responsible for analyzing large data sets and building expert systems that improve our understanding of the Web and improve the performance of our products. This effort includes performing complex statistical analysis on non-routine problems and working with engineers to embed models into production systems. You will manage fast changing business priorities and interface with product managers and engineers.
As a Business Data Scientist, you will work on business challenges across multiple business areas through the lens of business generation. You will collaborate with data engineers, analysts, and product managers to create data solutions to enable finance partners to make informed decisions, manage risks, and opportunities.

Responsibilities
Partner with Finance leadership and their teams to understand business context and improve on data insights and solutions to deliver actionable information to the business.
Apply machine learning methods to solve problems including the full modeling lifecycle (e.g., data manipulation, building and evaluating models, interpreting and communicating results, transitioning solutions to production, performance monitoring, recalibrating models, etc.).
Create data visualization to summarize the modeling insights and communicate them to internal team members and business stakeholders.
Grow data science and engineering skill sets.
Coach members, share knowledge, and support the continuous development of tooling within the broader team.
Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by completing our Accommodations for Applicants form.",None
817,Junior Machine Learning Engineer - Fresher,Sanfoundry,Noida,None,"Job Code: Machine-Learning-Fresher-24011

Location: Bangalore, Noida
Experience: Fresher
Date Posted: 2023-12-28
Valid Through: 2024-01-31

Job Description:
Job description:

Roles and Responsibilities:
Design machine learning systems.
Research and implement appropriate ML algorithms and tools.
Develop machine learning applications according to requirements.
Select appropriate datasets and data representation methods.
Run machine learning tests and experiments.
Perform statistical analysis and fine-tuning using test results.
Train and retrain systems when necessary.
Extend existing ML libraries and frameworks.
Keep abreast of developments in the field.
Requirements and skills:
Understanding of data structures, data modeling and software architecture.
Deep knowledge of math, probability, statistics and algorithms.
Ability to write robust code in Python(Pandas, scikit learn or tensorflow) and R(dplyr, plotly).
Familiarity with machine learning frameworks (like Keras or PyTorch) and libraries (like scikit-learn).
Excellent communication skills.
Ability to work in a team.
Outstanding analytical and problem-solving skills.
BSc in Computer Science, Mathematics or similar field.
Good to have AWS or GCP skillset or Docker.",None
818,Consumer Banking - Machine Learning Modeling(Vendor Models)- Associate,JPMorgan Chase & Co,Mumbai,4.0,"JOB DESCRIPTION

Job Responsibilities:
Evaluate, test, and validate vendor models for their effectiveness to address the business proposition being evaluated (typically credit risk) as well as other risk components.
Understand/evaluate efficiency of state-of-the-art modeling techniques including both classical statistical modeling approaches and modern machine learning approaches to enhance existing models and tackle challenging modeling problems.
Manage end-to-end model development process, including data sourcing, manipulation, exploratory data analysis and pattern discovery, documentation, assisting with implementation, and performance monitoring.
Collaborate with cross functional partners in Risk, Finance, Technology, Model Governance throughout the entire modeling life cycle.
Interact with third party vendors and making sure Chase can gain maximum synergies on use of these vendor models.
Required qualifications, capabilities, and skills
Advanced degree in a quantitative discipline (e.g., Mathematics, Statistics, Economics, Computer Science, Operations Research) with 3+ years of relevant working experience; Doctoral degree is preferred.
Strong data analysis and statistical/economic modeling experience, such as generalized linear models, multivariate analysis, and time series analysis.
Proficiency in advanced analytical languages (e.g., SAS, Python, R); Familiarity with framework of machine learning pipeline (e.g., tensor flow, scikit-learn) is not required but a plus.
Ability to work with large data and perform extensive analysis to draw useful insights.
Strong communication skills to present to and collaborate with business partners and model end-users.
Strong organizational and multi-tasking skills with demonstrated ability to manage expectations and deliver quality results on time.
Knowledge of vendor management/ similar experience in past is very useful
Preferred qualifications, capabilities, and skills
Knowledge of advance modeling concepts
ABOUT US

J.P. Morgan is a global leader in financial services, providing strategic advice and products to the world’s most prominent corporations, governments, wealthy individuals and institutional investors. Our first-class business in a first-class way approach to serving clients drives everything we do. We strive to build trusted, long-term partnerships to help our clients achieve their business objectives.

We recognize that our people are our strength and the diverse talents they bring to our global workforce are directly linked to our success. We are an equal opportunity employer and place a high value on diversity and inclusion at our company. We do not discriminate on the basis of any protected attribute, including race, religion, color, national origin, gender, sexual orientation, gender identity, gender expression, age, marital or veteran status, pregnancy or disability, or any other basis protected under applicable law. In accordance with applicable law, we make reasonable accommodations for applicants’ and employees’ religious practices and beliefs, as well as any mental health or physical disability needs.

ABOUT THE TEAM

Our Consumer & Community Banking division serves our Chase customers through a range of financial services, including personal banking, credit cards, mortgages, auto financing, investment advice, small business loans and payment processing. We’re proud to lead the U.S. in credit card sales and deposit growth and have the most-used digital solutions – all while ranking first in customer satisfaction.",₹5L - ₹6L (Glassdoor Est.)
819,Machine Learning Operations-AI Platform Engineer,Accenture,Bengaluru,4.0,"Project Role :
AI Platform Engineer

Project Role Description :
Develops applications and systems that utilize AI to improve performance and efficiency, including but not limited to deep learning, neural networks, chatbots, natural language processing.

Must have skills :
Machine Learning Operations

Good to have skills :
No Technology Specialization

NA",None
820,Machine Learning Engineer,AlgoShack,India,4.1,"Job Description:

1. Design machine learning and deep learning applications and systems
2. Research and implement appropriate ML algorithms and tools as applicable to Software Testing domain
3. Develop machine learning applications according to requirements
4. Select appropriate datasets and data representation methods
5. Run machine learning tests and experiments
6. Perform statistical analysis and fine-tuning using test results
7. Extend existing ML libraries and frameworks
8. Keep abreast of developments in the field

Required Skills:
1. Proven experience as a Machine Learning Engineer or similar role
2. Understanding of data structures, data modeling and software architecture
3. Deep knowledge of math, probability, statistics and algorithms
4. Proficiency with Python and basic libraries for machine learning such as scikit-learn and pandas
5. Familiarity with machine learning frameworks (like Keras or PyTorch) and libraries (like scikit-learn)
6. Excellent communication skills
7. Ability to work in a team
8. Outstanding analytical and problem-solving skills

Nice to have:
1. Deployment of ML models using framework like Flask
2. Familiarity with AWS/ Microsoft Azure
3. Knowledge of Software Testing practices
4. Familiarity with database management systems like mySQL/ mongoDB",None
821,Researcher - Data Operations Intern,Findem,Remote,4.3,"India (Remote)
Others /
Intern
/ Remote
What is Findem:

Findem is HR 2.0. We’re a fast-growth startup with an ambitious vision and the technology to back it up. Our People Intelligence platform uses true AI and machine learning to provide critical solutions for talent acquisition and people analytics functions. With the deep insights that our platform provides, companies can build more engaged and diverse teams, and close their talent gaps faster. We have an amazing opportunity to establish ourselves as leaders in this space, and we need strong advocates to help us achieve that goal.

We’re backed by top-tier investors including Wing Venture Capital – the same firm that backed Snowflake, Cohesity, and Gong. Findem powers businesses across scaling, pre-IPO, and publicly traded companies who trust us to solve their biggest HR and Talent challenges. We have an incredibly skilled and collaborative team that values curiosity, diversity, openness and building great experiences every day for our customers. By joining Findem, you will have the unique opportunity to help define what the future of HR looks like for every business.

Selected intern's day-to-day responsibilities include:

1. Carrying out data research activities on the internet or our proprietary system
2. Updating data fields using internal tools
3. Performing any other secondary data research activity as required

Work timings: 5-6 hours a day, 5 days a week
Duration- 6 months

Skill(s) required
MS-Excel, Research and Analytics

Who can apply
Only those candidates can apply who:
1. are available for the work-from-home
2. can start the internship immediately
3. are available for 6 months
4. have relevant skills and interests
5. Non BE/ B.Tech graduates
Women wanting to start/restart their career can also apply.

Perks
Certificate, Letter of recommendation, Flexible work hours, 5 days a week
₹8,000 - ₹10,000 a month
The role is full-time and comes with full benefits. We are globally headquartered in the San Francisco Bay Area with our India headquarters in Bengaluru, but this role can be fully remote.

Equal Opportunity

As an equal opportunity employer, we do not discriminate on the basis of race, color, religion, national origin, age, sex (including pregnancy), physical or mental disability, medical condition, genetic information, gender identity or expression, sexual orientation, marital status, protected veteran status or any other legally-protected characteristic.",₹8T - ₹10T (Employer Est.)
822,Data Scientist - Python/ Machine Learning,Sanfoundry,Mumbai,None,"Job Code: Machine-Learning-24015

Location: Mumbai
Experience: Fresher-Mid Level
Date Posted: 2023-12-27
Valid Through: 2024-01-27

Job Description:
Job Description
Intelligence Node is a real-time eCommerce price intelligence platform that empowers businesses to drive product level profitability and grow margins using data-driven competitive insights.
Unlike niche applications or software corporations that have acquired and merged products, Intelligence Node is an independent data powerhouse that has created the world's largest pricing dataset with unmatched accuracy, powered by proprietary AI-driven algorithms packaged in an intuitive and beautiful user interface. It is competitive intelligence and price optimization simplified.
Intelligence Node maps more than 1 billion unique products across 190,000 brands for more than 1,400 categories across 100+ languages every minute - the dataset feeding the growth of more than $600 billion in retail revenue globally. It is the platform of choice for hundreds of retailers and brands worldwide, including Fortune 500 retailers and category leaders like Nestle, Prada, LIDL, SSENSE, Li & Fung, John Lewis, Lenovo and many others.
Led by a revolutionary team of experienced executives and leaders from fashion, retail, big data and e-commerce sectors, Intelligence Node is backed by top investors including MegaDelta Capital and Orios Venture Partners.
For more information, visit www.IntelligenceNode.com and find us online at Twitter @bigdataNODE.
As a Junior Data Scientist, you will work closely with senior data scientists and business stakeholders to identify data-driven insights
Analyze retail data sets using statistical techniques and machine learning algorithms
Develop predictive models to support business decisions in the retail sector
Collaborate with senior data scientists and business stakeholders to identify data-driven insights and opportunities
Develop and implement data pipelines for data processing and preparation
Support the development of reports and dashboards to visualize and communicate data insights
Stay up-to-date with the latest developments in the field of data science and retail analytics.
Requirements
A minimum of 2-3 years of experience in Data Science with a strong understanding of Python and its data science libraries such as NumPy, Pandas, and Scikit-learn
Strong understanding of statistical techniques and their applications in the retail sector
Experience with machine learning algorithms and their applications in the retail sector
Familiarity with retail data sets and the ability to clean, manipulate, and prepare data for analysis
Excellent communication skills and the ability to work collaboratively in a team environment.
Technical Skills Required
Python: pandas, numpy (expert level)
framework: TensorFlow, Keras, PyTorch (basics)
APIs: Flask, FastAPI
Machine Learning: understanding of classification and regression-based algorithms
Deep Learning: Basic knowledge of Neural Nets
Qualification : Bachelor's or master's degree in computer science, Mathematics, Statistics, or related fields",None
823,Product Development Engineer - Machine Learning,Sanfoundry,Hyderābād,None,"Job Code: Machine-Learning-24011

Location: Hyderabad
Experience: Fresher (Entry Level)
Date Posted: 2023-12-27
Valid Through: 2024-01-29

Job Description:
Job Description
Design and implement machine learning, information extraction, probabilistic matching algorithms and models
Research and develop innovative, scalable and dynamic solutions to hard problems
Work closely with Machine Learning Scientists (PhDs), ML engineers, data scientists and data engineers to address challenges head on
Use the latest advances in NLP, data science and machine leaning to enhance our products and create new experiences
Scale machine learning algorithm that powers our platform to support our growing customer base and increasing data volume
Be a valued contributor in shaping the future of our products and services
You will be part of our Data Science & Algorithms team and collaborate product management and other team members
Be part of a fast pace, fun focused, agile team
Work Experience
1 years of industry experience
PhD/MS/BTech in computer science, information systems, or similar technical field
Strong mathematics, statistics, and data analytics
Solid coding and engineering skills preferably in Machine Learning (not mandatory)
Proficient in Java, Python, and Scala
Industry experience building and productionizing end-to-end systems
Knowledge of Information Extraction, NLP algorithms coupled with Deep Learning
Experience with data processing and storage frameworks like Hadoop, Spark, Kafka etc.",None
824,Machine Learning Engineer - II,Adobe,Noida,4.3,"Our Company

Changing the world through digital experiences is what Adobe’s all about. We give everyone—from emerging artists to global brands—everything they need to design and deliver exceptional digital experiences! We’re passionate about empowering people to create beautiful and powerful images, videos, and apps, and transform how companies interact with customers across every screen.

We’re on a mission to hire the very best and are committed to creating exceptional employee experiences where everyone is respected and has access to equal opportunity. We realize that new ideas can come from everywhere in the organization, and we know the next big idea could be yours!

Job Description
The development engineer will be part of a team working on the development of the illustrator product in our creative suite of products. They will be responsible for the development of new features and maintenance of existing features and will be responsible for all phases of development, from early specs and definition to release. They is expected to be hands-on problem solver and well conversant in analysing, architecting and implementing high-quality software.

Requirements

B.Tech. / M.Tech. in Computer Science from a premiere institute.

Should have excellent knowledge in fundamentals of Machine Learning and Artificial Intelligence.

Should have hands on experience through ML Lifecycle from EDA to model deployment.

Should have hands on experience data analysis tools like Jupyter, and packages like Numpy, Matplotlib etc.

Should be hands-on in writing code that is reliable, maintainable, secure, performance optimized, multi-platform and world-ready

Familiarity with state-of-art deep learning frameworks, such as Tensorflow, PyTorch, Keras, Caffe, Torch.

Strong programming skills in C/C++ and Python.

Hands on experience with data synthesis and processing for the purposes of training a model.

Relevant work experience in the fields of computer vision and graphics etc.

Experience: 2-4 Years in ML

Adobe is proud to be an Equal Employment Opportunity and affirmative action employer. We do not discriminate based on gender, race or color, ethnicity or national origin, age, disability, religion, sexual orientation, gender identity or expression, veteran status, or any other applicable characteristics protected by law. Learn more.

Adobe aims to make Adobe.com accessible to any and all users. If you have a disability or special need that requires accommodation to navigate our website or complete the application process, email accommodations@adobe.com or call (408) 536-3015.

Adobe values a free and open marketplace for all employees and has policies in place to ensure that we do not enter into illegal agreements with other companies to not recruit or hire each other’s employees.",₹41T - ₹67T (Glassdoor Est.)
825,Experienced Product Specialist,BOEING,Bengaluru,3.9,"Job Description
At Boeing, we innovate and collaborate to make the world a better place. From the seabed to outer space, you can contribute to work that matters with a company where diversity, equity and inclusion are shared values. We’re committed to fostering an environment for every teammate that’s welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us.
Overview
Boeing is the world’s largest aerospace company and a leading provider of commercial airplanes, defense, space, and security systems, and global services. Building on a legacy of over a century of innovation and leadership,

Boeing continues to lead the way in technology and innovation, customer delivery, and investment in its people and future growth of aerospace.
In India, Boeing has been a strong partner to the Indian aerospace and defense sectors for more than 75 years. People at Boeing have been supporting mission readiness and modernization of India’s defense forces, and enabling connected, safer, and smarter flying experiences, in the sky, in the seas, and in space.

Technology for Today and Tomorrow
The Boeing India Engineering & Technology Center (BIETC) is a 3000+ diverse engineering workforce that contributes to global aerospace growth. Our engineers deliver cutting-edge R&D, innovation, and high-quality engineering work in global markets, and leverage new-age technologies such as AI/ML, IIoT, Cloud, Model-Based Engineering, and Additive Manufacturing, shaping the future of aerospace.

People-Driven Culture

At Boeing , we believe creativity and innovation thrives when every employee is trusted, empowered, and has the flexibility to choose, grow, learn, and explore. We offer variable arrangements depending upon business and customer needs, and professional pursuits that offer greater flexibility in the way our people work. We also believe that collaboration, frequent team engagements, and face-to-face meetings bring diverse perspectives and thoughts – enabling every voice to be heard and every perspective to be respected. No matter where or how our teammates work, we are committed to positively shaping people’s careers and being thoughtful about employee wellbeing.

At Boeing , we are inclusive, diverse, and transformative.
With us, you can create and contribute to what matters most in your career, community, country, and world. Join us in powering the progress of global aerospace.

Boeing India Engineering has an immediate opening for Experienced Product Management Specialist to lead 3DX – System Integration team working in areas of cross-bedrock integration of PLM-MOM-ERP tools. This is a techno-managerial position that is expected to provide Technical Leadership and Project Leadership to the team. This position will provide technical guidance to achieve excellent technical and business outcomes; i.e., lead the implementation of technical approaches, processes and procedures to deliver sophisticated technical capability that will be matured and transitioned to Boeing collaborators.

This role will be based out of Bangalore , India.

Position Responsibilities:
The ideal candidate will develop and implement business plans, follow policies and procedures and develop organizational and technical strategies.
Will provide technical guidance to 3DX developers and lead process improvements.
The ideal candidate will develop and maintain relationships and partnerships with customers, team members, peers, partners. Will provide oversight and approval of technical approaches, products and processes.
Manage, develop and motivate employees. Will work with multi-functional teams within Boeing and external partners supporting work packages for multiple programs.
The ideal candidate will represent and lead the team through lean agile events and milestones. Will co-ordinate with different stakeholders such as RTEs, STEs, architects and customers etc. during these events to identify and plan for Program Increments.
This position will also require the knowledge to develop design documents, based on the functional specification and requirements in concise manner and understand the technical documents provided by other stakeholders.
The ideal candidate will be able to analyze, design, code, test and debug existing and new programs to support the customization of the Enterprise level 3DX PLM.
This position will also be responsible for coordinating and communicating regularly with experts in Boeing organizations around the world. The candidate shall provide periodic update on project progress, quality metrics, project summaries, and other related documents. Contribute to productivity improvement through use of lean principles.
This position supports initiatives of Boeing India organization related to engineering excellence, employee development, customer engagement etc.
The ideal candidate will develop and maintain relationships / partnerships with customers, collaborators, peers, and partners to develop collaborative plans and complete projects. Proactively seek information and direction to successfully complete the statement of work.
Must be flexible, with a high tolerance for organizational complexity and ability to work with team members across different cultures and time-zones
Demonstrate strong written, verbal and interpersonal communication skills. Be fluent in written and spoken English, and have high degree of proficiency with MS Office tools to prepare comprehensive reports, presentations, proposals, and Statements of Work.
Employer will not sponsor applicants for employment visa status.

Basic Qualifications (Required Skills/Experience):
Bachelor’s Degree with 8+ years of experience is must or Master’s Degree with 5+ years of experience is must. Ideal candidate will have SAFe Agile 6 POPM certification
The ideal candidate will have experience with 3DX Installation/configuration, system administration functionalities and integrations. Will have DELMIA - MBOM, PPR, Visualization (UI) / Configuration Management, Product Modeler, KBE Automation (CAA, KAC, EKL), Experience in customization of various centrals such as Variant Configuration, Material Compliance, Library, Program, Engineering Centrals etc. will have experience with Dashboard widget creation/customization along with good functional knowledge in 3DExperience and Enovia V5/V6.
Experience with 3DX DevAppSuite (CAA), EKL, xPDM adapter, DELMIA Process planning & Factory Flow Simulation, SIMULIA Process Composer, ISIGHT & SIMULIA execution engine.
Functional experience of product development in Aerospace/Automotive domain.
C++, C#, Python, Jython, Asp.Net, Shell scripting.
Knowledge in Data structures and Design Patterns.
Knowledge on tools such as Coverity, GIT, Azure DevOps, JIRA, Confluence, Contour
Knowledge of Agile development practices.
Hands-on experience with Database like Oracle and SQL queries.
Good to have skills around public cloud Azure.
Must have excellent debugging and problem solving skills.
Familiarity with aerospace industry, military and government specifications, handbooks and standards.
Candidate must be a self-starter with a positive attitude, high ethics, and a track record of working successfully under pressure in a time-constrained environment.

Preferred Qualifications (Desired Skills/Experience ) :
Develop and maintain relationships / partnerships with customers, team members, peers, and partners to develop collaborative plans and complete projects.
Demonstrate strong written, verbal and interpersonal communication skills.
Be fluent in written and spoken English, and have high degree of proficiency with MS Office tools to prepare comprehensive reports, presentations, proposals, and statements of work.

Typical Education & Experience:
Education/experience typically acquired through advanced education (e.g. Bachelor) and typically 8 Plus years' related work experience or Master’s
Degree with 5+ years of experience with an equivalent combination of education and experience

Relocation:
This position does offer relocation within INDIA.

Export Control Requirements: Not an export control position

Equal Opportunity Employer:
We are an equal opportunity employer. We do not accept unlawful discrimination in our recruitment or employment practices on any grounds including but not limited to; race, color, ethnicity, religion, national origin, gender, sexual orientation, gender identity, age, physical or mental disability, genetic factors, military and veteran status, or other characteristics covered by applicable law.
We have teams in more than 65 countries, and each person plays a role in helping us become one of the world’s most innovative, diverse and inclusive companies. We are proud members of the Valuable 500 and welcome applications from candidates with disabilities. Applicants are encouraged to share with our recruitment team any accommodations required during the recruitment process. Accommodations may include but are not limited to: conducting interviews in accessible locations that accommodate mobility needs, encouraging candidates to bring and use any existing assistive technology such as screen readers and offering flexible interview formats such as virtual or phone interviews.",₹6L - ₹8L (Glassdoor Est.)
826,Artificial Intelligence/Machine Learning Engineer (AI/ML),Foundry Digital India,Bengaluru,3.3,None,₹8L - ₹9L (Glassdoor Est.)
827,Associate TMS Functional Consultant,BOEING,Bengaluru,3.9,"Job Description
At Boeing, we innovate and collaborate to make the world a better place. From the seabed to outer space, you can contribute to work that matters with a company where diversity, equity and inclusion are shared values. We’re committed to fostering an environment for every teammate that’s welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us.
Overview
Boeing is the world’s largest (Per Boeing LinkedIn page) aerospace company and a leading provider of commercial airplanes, defense, space, and security systems, and global services. Building on a legacy of over a century of innovation and leadership, Boeing continues to lead the way in technology and innovation, customer delivery, and investment in its people and future growth of aerospace.
In India, Boeing has been a strong partner to the Indian aerospace and defense sectors for more than 75 years. People at Boeing have been supporting mission readiness and modernization of India’s defense forces, and enabling connected, safer, and smarter flying experiences, in the sky, in the seas, and in space.
Technology for today and tomorrow
The Boeing India Engineering & Technology Center (BIETC) is a 3000+ diverse engineering workforce that contributes to global aerospace growth. Our engineers deliver cutting-edge R&D, innovation, and high-quality engineering work in global markets, and leverage new-age technologies such as AI/ML, IIoT, Cloud, Model-Based Engineering, and Additive Manufacturing, shaping the future of aerospace.
People-driven culture
At Boeing, we believe creativity and innovation thrives when every employee is trusted, empowered, and has the flexibility to choose, grow, learn, and explore. We offer variable arrangements depending upon business and customer needs, and professional pursuits that offer greater flexibility in the way our people work. We also believe that collaboration, frequent team engagements, and face-to-face meetings bring diverse perspectives and thoughts – enabling every voice to be heard and every perspective to be respected. No matter where or how our teammates work, we are committed to positively shaping people’s careers and being thoughtful about employee wellbeing.
At Boeing, we are inclusive, diverse, and transformative.
With us, you can create and contribute to what matters most in your career, community, country, and world. Join us in powering the progress of global aerospace.
Boeing Supply Chain team is currently looking to hire Associate TMS Functional Consultant to join their team in Bengaluru, India . These positions will focus on supporting the SAP implementation projects for Boeing business units like BCA, BDS and BGS.
Position Responsibilities
Collaborate with individuals across departments (IT and business) to gain an understanding of business objectives, facilitate solutions, develop approaches and define deliverables required to implement complex business processes and solutions.
Define requirements and designs robust architecture. Establish design constraints and ensure architecture conforms to requirements.
Assess the feasibility of architecture solutions and alternatives based on industry best practices.
Perform trade-off analyses.
Responsible for process analysis, functional and logical system design, configuration and implementation. Performing fit-gap analysis.
Leading the evaluation of new releases or alternate software, reviewing business and technical literature and interacting with analysts and user groups.
Ensure that all solutions follow security, compliance controls, and conformance to firm’s IT security standard
Identify, recommend and implement complex configuration solutions and implement full cycle configuration to meet business needs; create and update associated documentation
Lead and responsible for TMS modules with deep functional and domain expertise.
Working knowledge and hands experience in configuration of TMS product with subject matter knowledge in the following areas – Order Management, Planning, load building, Execution, shipment tendering, Visibility, Freight payment and audit, Fleet management, optimizer, Transportation modeler.
Experience with integrating TMS product with upstream and downstream systems which include ERPs, Global Trade, Dangerous goods, Freight payment and visibility platforms.
Understanding of business functionalities in Aerospace and Defense industry would be an added advantage.
Analyze trends and draw conclusions to reduce/eliminate recurring/high impacting issues
Supervise and accurate solution performance, stability, and sizing during customer roll-out phase
Demonstrate exposure to Cloud based SaaS solutions and usage of cloud native architecture & microservices.
Exposure to broad technical and functional knowledge of various key technology and business platforms.
Knowledge and Experience Agile development methods
Outstanding Communication and Interpersonal skills
Basic Qualifications (Required Skills/Experience)
5+ years of experience in manufacturing environments and should have minimum 5+ years’ experience in working with TMS product
Experience in implementing either of the top tier transportation management solutions such as Blue Yonder, Oracle, Manhattan, SAP or E2Open
Candidate should have done minimum 3-5 TMS product implementation and roll out projects.
Experience in full development lifecycle in TMS Product – Business Process Design, Solution Blueprint, System Design, Build, Test, Deploy and Business Stabilization/ Hyper Care
Experience in designing solutions across all modes of transportation – Road, Ocean, Air and Rail
Solid understanding in TMS product integration experience ERP systems and legacy platforms.
Preferred Qualifications
Bachelor's degree or higher
Typical Education & Experience
Typically 5-9 years related work experience or relevant military experience. Advanced degree (eg. Bachelor, Master, etc) preferred but not required.
Relocation
This position offers relocation with India

Export Control Requirements: Not an export control position

Equal Opportunity Employer:
We are an equal opportunity employer. We do not accept unlawful discrimination in our recruitment or employment practices on any grounds including but not limited to; race, color, ethnicity, religion, national origin, gender, sexual orientation, gender identity, age, physical or mental disability, genetic factors, military and veteran status, or other characteristics covered by applicable law.
We have teams in more than 65 countries, and each person plays a role in helping us become one of the world’s most innovative, diverse and inclusive companies. We are proud members of the Valuable 500 and welcome applications from candidates with disabilities. Applicants are encouraged to share with our recruitment team any accommodations required during the recruitment process. Accommodations may include but are not limited to: conducting interviews in accessible locations that accommodate mobility needs, encouraging candidates to bring and use any existing assistive technology such as screen readers and offering flexible interview formats such as virtual or phone interviews.",₹5L - ₹10L (Glassdoor Est.)
